text,target
no holds barred cinematic treat,1.0
youd have be most hard hearted person not be moved by this drama,1.0
allens underestimated charm delivers more goodies than lumps coal,1.0
measured against practically any like themed film other than its oscar sweeping franchise predecessor the silence the lambs red dragon rates as an exceptional thriller,1.0
an exhilarating serving movie fluff,1.0
maelstrom is strange compelling engrossing different moral tale with twisted sense humor,1.0
it makes you believe the cast crew thoroughly enjoyed themselves believed in their small budget film,1.0
dark disturbing yet compelling watch,1.0
too often son the bride becomes an exercise in trying predict when preordained big moment will occur not if,1.0
the picture uses humor heartfelt conviction tell story about discovering your destination in life but also acknowledging the places the people from whence you came,1.0
solid piece journalistic work that draws picture man for whom political expedience became deadly foreign policy,1.0
terrific insider look at the star making machinery tinseltown,1.0
its diverting enough hour half for the family audience,1.0
party hearty teen flick that scalds like acid,1.0
as giddy whimsical relevant today as it was ### years ago,1.0
the film offers an intriguing what if premise,1.0
the pianist is the film roman polanski may have been born make,1.0
this version does justice both stevenson the sci fi genre,1.0
poignant delicately complex,1.0
enough may pander our basest desires for payback but unlike many revenge fantasies it ultimately delivers,1.0
chos latest comic set is not as sharp or as fresh as im the one that i want but its still damn funny stuff,1.0
in the pianist polanski is saying what he has long wanted say confronting the roots his own preoccupations obsessions he allows nothing get in the way,1.0
despite the films shortcomings the stories are quietly moving,1.0
those who love cinema paradiso will find the new scenes interesting but few will find the movie improved,1.0
if you come from family that eats meddles argues laughs kibbitzes fights together then go see this delightful comedy,1.0
this bracingly truthful antidote hollywood teenage movies that slather clearasil over the blemishes youth captures the combustible mixture chafing inner loneliness desperate grandiosity that tend characterize puberty,1.0
the reason see sade lay with the chemistry complex relationship between the marquis auteil emilie le besco,1.0
its the filmmakers post camp comprehension what made old time b movies good bad that makes eight legged freaks perfectly entertaining summer diversion,1.0
serious thoughtful,1.0
it strikes hardest… when it reminds you how pertinent its dynamics remain fifty years after the fact the worlds political situation seems little different director phillip noyce brings out the allegory with remarkable skill,1.0
