text,target
as technical exercise that redefines moviemaking it is astonishing,1.0
during the tuxedos ## minutes screen time there is not one true chan moment,1.0
plot characters drama emotions ideas all are irrelevant the experience seeing the scorpion king,1.0
this is one those rare docs that pam nots grand picture an era makes the journey feel like party,1.0
this rough but extraordinary film presents haunting picture life in kurdistan,1.0
dashing absorbing outing with one frances most inventive directors,1.0
this daring film challenges most widely held notions about religious conviction while providing complex portrait an identity crisis thats run amok good mind thats jumped the tracks,1.0
visually pleasing imaginative entertainment for the family audience,1.0
the kind entertainment that parents love have their kids see,1.0
for the first two thirds this sparklingly inventive artful always fast furious tale kids will go happily along for the ride,1.0
if director michael dowse only superficially understands his characters he does not hold them in contempt,1.0
the film jolts the laughs from the audience as if by cattle prod,1.0
nothing short wonderful with its ten year old female protagonist its steadfast refusal set up dualistic battle between good evil,1.0
i encourage young old alike go see this unique entertaining twist on the classic whales tale you wont be sorry,1.0
an overstylized puréed mélange sex psychology drugs philosophy sometimes entertaining sometimes indulgent but never less than pure wankery,1.0
there are touching moments in etoiles but for the most part this is dull dour documentary on what ought be joyful or at least fascinating subject,1.0
weird little movie thats amusing enough while you watch it offering fine acting moments pungent insights into modern l s show biz media subcultures but it does not leave you with much,1.0
even these tales just seven children seem at times too many although in reality they are not enough every childs story is what matters this film can only point the way but thank goodness for this signpost,1.0
friday after next is lot more bluster than bite,1.0
with an expressive face reminiscent gong li vivid personality like zhang ziyis dong stakes out the emotional heart happy,1.0
despite all the talking by the time the bloody climax arrives we still dont feel enough an attachment these guys care one way or another,1.0
psychological thriller with genuinely spooky premise an above average cast actor bill paxtons directing debut is creepy slice gothic rural americana,1.0
part travelogue part road picture part meditation on class mortality intimacy this extraordinary little movie might be the perfect harbinger summer as astute as it is steamy,1.0
it finds its moviegoing pleasures in the tiny events that could make person who has lived her life half asleep suddenly wake up take notice,1.0
